index,true_category,neighbor_categories,same_ratio,doc_preview
6614,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Woods Alflex Type Rwa Flexible Metal Conduit, Gray Alflex-Type RWA Reduced Wall Aluminum Flexible Metal Conduit. High St"
6626,Musical_Instruments,"Electronics, Electronics, Musical_Instruments, Electronics, Electronics",0.2,Eminence ENINENCE 10 ENINENCE 10 VERY HIGH 8.52MM XMAX FOR A CLEAN STRONG BASS SOUND Package Weight 3.583 kilograms Pack
6644,Electronics,"Electronics, Automotive, Office_Products, Tools_and_Home_Improvement, Electronics",0.4,Caputron 2x2 Activadose tDCS Device Starter Kit Most researched and trusted tDCS device by professionals and universitie
6654,Office_Products,"Office_Products, Toys_and_Games, Toys_and_Games, Office_Products, Toys_and_Games",0.4,THE FRECKLED FROG Happy Architect - Emergency - Set of 20 - Ages 2+ - Wooden Blocks for Preschoolers and Elementary Aged
6660,Toys_and_Games,"Tools_and_Home_Improvement, Toys_and_Games, Toys_and_Games, Office_Products, Tools_and_Home_Improvement",0.4,DUNGEONS AND DRAGONS 5E Keys from The Golden Vault (Alternate Cover) Keys From the Golden Vault (Alternate Cover)An anth
6674,Automotive,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"ASA Jensen JE2417 24' LED TV, High Performance Wide 16 9 LCD Panel, White LED Illumination, 1920 x 1080 Full HD, Integra"
6678,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,beler Clear Side Mirror Amber LED Turn Signal Light Fit For Hyundai Tucson ix35 Specifications Condition 100% new Body C
6683,Electronics,"Electronics, Tools_and_Home_Improvement, Cell_Phones_and_Accessories, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Tenergy T9688 Universal LCD Battery Charger + 8 Pack D Size NiMH Rechargeable Batteries UL Certified Money saving eco-fr
6693,Office_Products,"Office_Products, Office_Products, Electronics, Electronics, Electronics",0.4,OK010 Ergonomic Laptop/Keyboard/Mouse Stand-Mount for Workstation/Video Gaming/etc (can be Installed to Your Chair Colum
6696,Electronics,"Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Musical_Instruments",0.0,Golfbuddy (Golf Buddy) Golf Buddy Voice Plus Wristband included (pre-mounted) Battery life increased (up to 11 hours) Ta
6736,Electronics,"Electronics, Office_Products, Office_Products, Office_Products, Musical_Instruments",0.2,Double Slimline CD Jewel Boxes with a Dark Gray / Black Pivot Tray - - Set of 10 These are the size of a regular jewel b
6742,Cell_Phones_and_Accessories,"Electronics, Cell_Phones_and_Accessories, Tools_and_Home_Improvement, Automotive, Electronics",0.2,Gomadic Portable Emergency AA Battery Charger Extender Suitable for The Verizon MiFi 2200 Brand TipExchange Technology T
6766,Electronics,"Toys_and_Games, Electronics, Electronics, Musical_Instruments, Musical_Instruments",0.4,"1.10b DSP SDR Receiver, 3.5 Touch Screen Malahit DSP SDR Receiver, Battery Malahit SDR Shortwave Radio Receiver, Aluminu"
6790,Tools_and_Home_Improvement,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,Lamin-x Custom Fit Yellow Headlight Covers for Nissan 350Z Disclaimer THIS PARTICULAR MODEL CAR HAS HAD KNOWN PROBLEMS W
6807,Tools_and_Home_Improvement,"Office_Products, Toys_and_Games, Office_Products, Office_Products, Office_Products",0.0,"ONE MORE 15pcs Pastry Bakery Box Donuts,Muffins,Cookies Boxes - Auto-Pop Up Feature with Clear Window Pack of 15 (White,"
6835,Office_Products,"Office_Products, Electronics, Office_Products, Electronics, Electronics",0.4,Balt Productive Classroom Furniture The up-rite desk mounted sit/stand workstation instantly transforms your existing de
6843,Electronics,"Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments, Electronics",0.2,Gator Cases 28 Creative Pro Bag for Video Camera Systems with Wheels & Pull Handle Gator creative Pro Series 28” wheeled
6846,Tools_and_Home_Improvement,"Office_Products, Automotive, Automotive, Automotive, Automotive",0.0,"MILEQEE Door Weather Stripping Tape, (6m), Sealers for Door Frame, Window Gap Filler, Indoor Gap Sealer Foam Roll, Weath"
6850,Electronics,"Electronics, Automotive, Automotive, Automotive, Automotive",0.2,Android Screen Display Monitor Auto Audio Stereo Multimedia Player GPS Navigation for BMW Old 3 5 Series E60 E61 E63 E90
6859,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement",0.2,"Waterproof IP67 RFID Card Door Access Controller, Keypad Security Door Access Control System, Access Controller Support "
6877,Toys_and_Games,"Electronics, Electronics, Tools_and_Home_Improvement, Electronics, Electronics",0.0,"Shiny Brass Telescope Double Barrel Maritime Telescope Wooden Tripod Stand Harbor Master Height 63 inches, Ground Diamet"
6894,Automotive,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement",0.4,Arlen Ness 19-757 Black Ness Deep Cut Inner Shift Lever Solo shift levers are CNC machined from billet aluminum adds cle
6903,Musical_Instruments,"Automotive, Automotive, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.0,V-Show 198W LED Module Beam Moving Head Light with Halo-Stage Moving Beam Head for Disco Club Party Stage Lighting Shows
6908,Toys_and_Games,"Toys_and_Games, Automotive, Automotive, Automotive, Automotive",0.2,Hot Racing Cv Splined Axles Drive Shafts TRA 1/16 Revo VXL Hot Racing optional upgrade heavy duty splined star drive CVD
6922,Musical_Instruments,"Musical_Instruments, Electronics, Electronics, Musical_Instruments, Electronics",0.4,"Ashdown Rootmaster II Bass Head For those seeking Ashdown tone, power and reliability without the weight the RM-500 EVO "
6949,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"XTU WiFi Video Doorbell Camera, Wireless Doorbell Camera with Chime, 1080P HD, 2-Way Audio, Motion Detection, IP65 Water"
6973,Toys_and_Games,"Toys_and_Games, Tools_and_Home_Improvement, Electronics, Automotive, Tools_and_Home_Improvement",0.2,Savox BE 1210SG 1210 Waterproof Coreless Steel Gear Digital Servo + Glitch Buster Includes CHICAGOLAND RC Coupon INCLUDE
6998,Musical_Instruments,"Office_Products, Electronics, Musical_Instruments, Electronics, Musical_Instruments",0.4,"Meinl Percussion TMLTS Double Braced Tripod Laptop Table Stand, Steel The Mein laptop table stand comes with a strap and"
7000,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.4,Class A Customs 24 Gallon RV Waste Black Water Holding Tank RV Waste Water Holding Tank MADE IN THE USA by Class A Custo
7001,Electronics,"Office_Products, Office_Products, Office_Products, Office_Products, Office_Products",0.0,"DNP Event Photo Printer 6 Dye Sublimation, for Booth Portrait Printing, 290 4x6 Prints Per Hour Ideal for photo retailer"
7009,Musical_Instruments,"Musical_Instruments, Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"CHAUVET DJ Hurricane 533 Watt Haze 2D Water-Based Haze Machine, 2 Gal HFG Fluids **Package Includes ** (1) Chauvet Hurri"
7013,Electronics,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Electronics",0.2,"BAND-IT AS2129 Tie-Lok 304 Stainless Steel Cable Tie, 1/4 Width, 16.5 Length, 4 Maximum Diameter, 100 per Bag BAND-IT Ti"
7028,Cell_Phones_and_Accessories,"Automotive, Cell_Phones_and_Accessories, Cell_Phones_and_Accessories, Electronics, Electronics",0.4,Metra Integrated Mounting Solution for iPhone 5 (Black) Integrated Mounting Solution iPhone 5. Now it's easy to add an i
7040,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Electronics, Automotive, Automotive, Tools_and_Home_Improvement",0.4,"Chums Neoprene Classic Eyewear Retainer - Durable Floating Sunglasses Sport Strap Neoprene is water friendly, quick dryi"
7059,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.4,Class A Customs 30 Gallon RV Waste Black Water Holding Tank RV Waste Water Holding Tank MADE IN THE USA by Class A Custo
7079,Electronics,"Office_Products, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Electronics",0.4,Record Collector Starter Kit - Vinyl Accessories Gift Set | Record Cleaner | Outer Sleeves | Inner Sleeves to Start Coll
7082,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Toys_and_Games, Electronics",0.4,"Streamlight 75697 Flashlight, One Size, Factory Value-priced, high quality tools - leading the market by ensuring that p"
7088,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,Antstone Flaring Tool HVAC Copper Pipe Flare Tool 45° Eccentric Single Tubing Flaring Tool with Clutch Limit Piece for R
7098,Appliances,"Office_Products, Electronics, Office_Products, Electronics, Electronics",0.0,"Compatiable for Reusable Nespresso Capsules - Stainless Steel Refillable Pods for Nespresso Machines (1 Pods, 1 Tamper))"
7100,Toys_and_Games,"Toys_and_Games, Tools_and_Home_Improvement, Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Novelty Place Toilet Fish Game Set for Kids & Adults - Fishing Rod with Hook Line & Sinker, Water Tank, Blue Cotton Mat "
7114,Toys_and_Games,"Electronics, Electronics, Electronics, Automotive, Electronics",0.0,Tiger Motors T-Motor Pacer F7 USB-C Flight Controller T-Motor's Pacer F7 USB-C Flight Controller is designed to work sea
7123,Automotive,"Tools_and_Home_Improvement, Automotive, Electronics, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,AK Wall Art Campfire Camping Hiking Outdoor Nature - Vinyl Decal - Car Phone Helmet - Select Size Extra small size - for
7136,Electronics,"Automotive, Automotive, Automotive, Automotive, Electronics",0.2,"A & UTV PRO Maverick X3 Speaker Pods,Front Door Speaker Enclosure 6.5 inch Mount Compatible with Can Am Maverick X3 / X3"
7164,Electronics,"Toys_and_Games, Toys_and_Games, Electronics, Electronics, Cell_Phones_and_Accessories",0.4,DJI Ronin BG30 Grip for RS 2 The DJI Ronin BG30 Grip powers DJI RS 2 for up to 12 hours. It supports 24W PD and QC2.0 qu
7167,Electronics,"Electronics, Office_Products, Office_Products, Musical_Instruments, Office_Products",0.2,"Nulaxy Laptop Stand, Ergonomic Aluminum Laptop Computer Stand, Detachable Laptop Riser Notebook Holder Stand Compatible "
7174,Musical_Instruments,"Musical_Instruments, Electronics, Electronics, Electronics, Electronics",0.2,"Sound Town Pair of Passive Wall-Mount Column Mini Line Array Speakers with 4 x 5” Woofers, White for Live Event, Church,"
7180,Tools_and_Home_Improvement,"Automotive, Automotive, Tools_and_Home_Improvement, Automotive, Automotive",0.2,Security Chain Company Quik Grip V-Bar Light Truck CAM LRS Tire Traction Chain - Set of 2 Security Chain Company's Quik 
7202,Automotive,"Automotive, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"Lippert Components Replacement 24 x 36 x 59 White Bathtub Wall Surround with Scratch-Resistant ABS Acrylic for RVs, Trav"
7229,Toys_and_Games,"Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.0,Fielect Flex Collet Coupler for 3.18mm Motor Shaft and 4mm Flex Shaft Flexible Coupling RC Boat Forword Flex Collet Coup
7250,Electronics,"Office_Products, Electronics, Electronics, Office_Products, Office_Products",0.4,Fuji LTO 7 Ultrium Tape - 10 Pack The Fujifilm LTO Ultrium 7 Tape cartridge is produced with Barium Ferrite magnetic par
7256,Electronics,"Musical_Instruments, Electronics, Musical_Instruments, Toys_and_Games, Electronics",0.4,for Logitech Harmony 650 Infrared Remote Control Travel Hard EVA Protective Case Carrying Pouch Cover Bag Compact Size b
7268,Tools_and_Home_Improvement,"Automotive, Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement",0.4,"4 X 90 - Dust Collection Elbow (Long Radius) 20 Ga. Galvanized Steel All elbows are smooth bore, long radius (1.5 x clr)"
7288,Tools_and_Home_Improvement,"Office_Products, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive",0.4,Western Safety Rolling Knee Pads These rolling knee pads provide mobility while protecting your knees. The rolling platf
7291,Musical_Instruments,"Musical_Instruments, Musical_Instruments, Tools_and_Home_Improvement, Automotive, Automotive",0.4,AMERICAN DJ Fog Fury Jett 700 Watt Fog Machine & LED Light Effect w/Remote + HDF Fluid The ADJ Fog Fury Jett is a high v
7304,Electronics,"Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments, Musical_Instruments",0.0,"Audio-Technica AT8024 Stereo/Mono Camera-Mount Condenser Microphone,Black With its lightweight yet feature-rich design, "
7368,Musical_Instruments,"Electronics, Electronics, Electronics, Electronics, Musical_Instruments",0.2,"Wall Mount Open Frame Rack Rack Spaces 26 1/4 H (15U Space), Depth 12 Rack Spaces 26 1/4 H (15U Space), Depth 12 Feature"
7379,Automotive,"Automotive, Automotive, Tools_and_Home_Improvement, Electronics, Tools_and_Home_Improvement",0.4,"Kastar Hand Tools Tie Rod Wrench Works on most spline, hex, and two flat design tie rods Works on most spline, hex, and "
7387,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Electronics, Automotive, Automotive, Automotive",0.2,"Connecticut Electric Pushmatic P120 Replacement. One Pole 20 Amp Circuit Breaker, Gray Product Description Connecticut E"
7413,Electronics,"Electronics, Musical_Instruments, Automotive, Electronics, Musical_Instruments",0.4,RANGER Chrome Edition Cb Ham Radio Noise Canceling Mic 4 Pin Wired The RANGER is a rugged noise-canceling microphone wit
7415,Appliances,"Automotive, Automotive, Automotive, Automotive, Automotive",0.0,"ECOFLOW 298Wh Plug-in Battery for GLACIER Portable Refrigerator Up to 40 Hr Runtime, Lithium Battery USB-C 100W Charger "
7426,Automotive,"Automotive, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,"BA Products Towmate 32 Wireless Tow Light with Turn Signals & Brake Lights for RV, Camper, Trailer 32 wireless magnetic "
7484,Office_Products,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,Akitio Quad (Enclosure Only) - WINDOWS ONLY Currently not supported by Mac This 4-bay storage enclosure is designed to h
7495,Tools_and_Home_Improvement,"Electronics, Electronics, Electronics, Electronics, Electronics",0.0,"TR Series Angle Power Strip, 9 inch, 1 Dual Receptacle, White The patented TR Angle Power Strip mounts under cabinets an"
7507,Tools_and_Home_Improvement,"Tools_and_Home_Improvement, Automotive, Automotive, Tools_and_Home_Improvement, Automotive",0.4,"Guardian 15170 Parapet Clamp Guardrail System – Durable, Powder Coated Steel Clamp for Guardrails Product Description Th"
7508,Musical_Instruments,"Tools_and_Home_Improvement, Automotive, Musical_Instruments, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.2,DNYSYSJ CO2 Cannon Fog Gun Machine Handheld CO2 Confetti Machine Stage Effect Confetti Gun Shooter Refill Smoke Fog Gun 
7525,Office_Products,"Office_Products, Electronics, Electronics, Electronics, Electronics",0.2,HP LaserJet P3005 Printer - (Renewed) This pre-owned or refurbished product has been professionally inspected and tested
7537,Automotive,"Automotive, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement",0.4,Autoloc Power Accessories 9704 2 Door Remote Central Lock Kit with Remotes POWER UP! With AutoLoc's power door lock conv
7544,Toys_and_Games,"Toys_and_Games, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Automotive, Tools_and_Home_Improvement",0.2,"I Slipped On My Beans T-shirt, Rita And Janet Custom Girl T-shirt, Mom Dad And T Shirt For Kids, Personalized Family Mat"
7559,Musical_Instruments,"Musical_Instruments, Automotive, Musical_Instruments, Electronics, Office_Products",0.4,"K & M Table-style Digital Piano Stand Table-style Digital Piano Stand Professional, heavy-duty steel stand for digital p"
7563,Automotive,"Automotive, Electronics, Electronics, Electronics, Electronics",0.2,Reopro RV Converter | Multiple Capacities | RV Power Converter | RV Battery Charger Power Supply (55 Amp) Replacement fo
7569,Automotive,"Automotive, Tools_and_Home_Improvement, Tools_and_Home_Improvement, Toys_and_Games, Tools_and_Home_Improvement",0.2,"JEGS Trailer Cabinets & Trailer Shelves with Fold Down Work Station - Lightweight, Aluminum Enclosed Trailer Cabinets Ma"
